pipeline,question,gold_answers,prediction,em,f1,retrieval_hit,retrieval_latency_sec,generation_latency_sec,total_latency_sec,retrieved_chunk_ids,retrieved_scores,dataset
hybrid,When did Tesla first show off the turbine?,"['1906', '1910–1911', 'his 50th birthday in 1906']",1906,1.0,1.0,1,0.011546000000180356,0.6031807000003937,0.6147267000005741,"[223, 231, 172]","[0.032266458495966696, 0.01639344262295082, 0.016129032258064516]",squad
dense,Which group did not agree to sign these agreements?,"['The Swiss cities', 'Swiss cities']",swiss cities,1.0,1.0,1,0.009532600000056846,0.6115451999999095,0.6210777999999664,"[461, 491, 458]","[0.4485301375389099, 0.3171686828136444, 0.3142735958099365]",squad
sparse,Which group did not agree to sign these agreements?,"['The Swiss cities', 'Swiss cities']",swiss cities,1.0,1.0,1,0.002101399999901332,0.5445440999997118,0.5466454999996131,"[461, 560, 542]","[1.0, 0.5706093730949289, 0.4761980558497322]",squad
hybrid,Which group did not agree to sign these agreements?,"['The Swiss cities', 'Swiss cities']",swiss cities,1.0,1.0,1,0.010531799999625946,0.6451945000003434,0.6557262999999693,"[461, 560, 491]","[0.03278688524590164, 0.0315136476426799, 0.016129032258064516]",squad
dense,How many Panthers players were chosen for the 2015 season's Pro Bowl?,['Ten'],ten,1.0,1.0,1,0.010590300000330899,0.9440472000001137,0.9546375000004446,"[12, 11, 9]","[0.6459518671035767, 0.639482319355011, 0.6268662214279175]",squad
sparse,How many Panthers players were chosen for the 2015 season's Pro Bowl?,['Ten'],ten,1.0,1.0,1,0.0033440999995946186,1.0095981999998003,1.012942299999395,"[9, 12, 8]","[1.0, 0.8978164087676291, 0.7495747091587174]",squad
hybrid,How many Panthers players were chosen for the 2015 season's Pro Bowl?,['Ten'],ten,1.0,1.0,1,0.014323599999897851,0.9174864999999954,0.9318100999998933,"[12, 9, 11]","[0.03252247488101534, 0.032266458495966696, 0.0315136476426799]",squad
dense,Who is taught at teacher's colleges?,"['teachers', 'the teaching profession']",teachers,1.0,1.0,1,0.009632199999941804,0.4543476999997438,0.4639798999996856,"[325, 324, 326]","[0.636083722114563, 0.6168028116226196, 0.6076217889785767]",squad
sparse,Who is taught at teacher's colleges?,"['teachers', 'the teaching profession']",teachers,1.0,1.0,1,0.0015091999998730898,0.5572683000000325,0.5587774999999056,"[331, 324, 325]","[1.0, 0.9851861267623454, 0.8453674502822645]",squad
hybrid,Who is taught at teacher's colleges?,"['teachers', 'the teaching profession']",teachers,1.0,1.0,1,0.009558299999753217,0.4981849000000693,0.5077431999998225,"[325, 324, 318]","[0.032266458495966696, 0.03225806451612903, 0.030117753623188408]",squad
dense,Who slipped on the Levi's Stadium turf in week 6 of the 2015 NFL season?,"['Justin Tucker', 'Tucker']",baltimore ravens kicker justin tucker,0.0,0.5714285714285715,1,0.01372399999991103,0.7935522000002493,0.8072762000001603,"[25, 7, 54]","[0.6689109802246094, 0.5006897449493408, 0.4947921335697174]",squad
sparse,Who slipped on the Levi's Stadium turf in week 6 of the 2015 NFL season?,"['Justin Tucker', 'Tucker']",baltimore ravens kicker justin tucker,0.0,0.5714285714285715,1,0.003990600000179256,1.2197876999998698,1.223778300000049,"[25, 0, 14]","[1.0, 0.6362626896261676, 0.6092579601860351]",squad
hybrid,Who slipped on the Levi's Stadium turf in week 6 of the 2015 NFL season?,"['Justin Tucker', 'Tucker']",baltimore ravens kicker justin tucker,0.0,0.5714285714285715,1,0.011647899999843503,0.7160869999997885,0.727734899999632,"[25, 7, 30]","[0.03278688524590164, 0.0315136476426799, 0.030776515151515152]",squad
dense,When did Tesla make the induction motor?,['1887'],1887,1.0,1.0,1,0.008880100000169477,0.7516074999998636,0.7604876000000331,"[190, 171, 191]","[0.7373607158660889, 0.6310749053955078, 0.6201200485229492]",squad
sparse,When did Tesla make the induction motor?,['1887'],1887,1.0,1.0,1,0.002068400000098336,0.584719700000278,0.5867881000003763,"[207, 190, 191]","[1.0, 0.8836211281801822, 0.8169118079312311]",squad
hybrid,When did Tesla make the induction motor?,['1887'],1887,1.0,1.0,1,0.009488300000157324,0.594482699999844,0.6039710000000014,"[190, 207, 191]","[0.03252247488101534, 0.03177805800756621, 0.031746031746031744]",squad
dense,Who handled the play-by-play for WBT?,['Mick Mixon'],kevin harlan,0.0,0.0,1,0.009576099999776488,0.9774720000000343,0.9870480999998108,"[45, 44, 553]","[0.43080562353134155, 0.4085569679737091, 0.3422476053237915]",squad
sparse,Who handled the play-by-play for WBT?,['Mick Mixon'],kevin harlan,0.0,0.0,1,0.0019947999999203603,0.6173034000003099,0.6192982000002303,"[45, 44, 22]","[1.0, 0.5855725785005896, 0.5105300233594455]",squad
hybrid,Who handled the play-by-play for WBT?,['Mick Mixon'],kevin harlan,0.0,0.0,1,0.010877700000037294,0.8635082999999213,0.8743859999999586,"[45, 44, 38]","[0.03278688524590164, 0.03225806451612903, 0.030090497737556562]",squad
dense,what is the fee range for accessing BSkyB's EPG?,"['£15–100,000']","£15 – 100, 000",0.0,0.0,0,0.011922099999992497,0.8292183999997178,0.8411404999997103,"[555, 558, 544]","[0.7422133088111877, 0.5157791376113892, 0.5085361003875732]",squad
sparse,what is the fee range for accessing BSkyB's EPG?,"['£15–100,000']","£15 – 100, 000",0.0,0.0,0,0.002685899999960384,0.8377381000000241,0.8404239999999845,"[555, 548, 540]","[1.0, 0.5643491788380403, 0.5591001313624446]",squad
hybrid,what is the fee range for accessing BSkyB's EPG?,"['£15–100,000']","£15 – 100, 000",0.0,0.0,0,0.014324000000215165,0.8425038999998833,0.8568279000000985,"[555, 548, 544]","[0.03278688524590164, 0.03128054740957967, 0.03125763125763126]",squad
dense,When did Blackburne make his argument about Luther and souls?,['1765'],1765,1.0,1.0,1,0.013939699999809818,0.7015676000000894,0.7155072999998993,"[457, 456, 455]","[0.647504985332489, 0.608147382736206, 0.6038611531257629]",squad
sparse,When did Blackburne make his argument about Luther and souls?,['1765'],1765,1.0,1.0,1,0.0019456999998510582,1.0619990999998663,1.0639447999997174,"[472, 455, 457]","[1.0, 0.8739906785223148, 0.8682987996773764]",squad
hybrid,When did Blackburne make his argument about Luther and souls?,['1765'],1765,1.0,1.0,1,0.011579900000015186,0.9553985000002285,0.9669784000002437,"[457, 455, 472]","[0.032266458495966696, 0.03200204813108039, 0.01639344262295082]",squad
dense,What other aspect of Luther's life was affected by his health?,"['writings and comments', 'his writings and comments', 'writings and comments.']","years of struggle with rome, the antagonisms with and among his fellow reformers",0.0,0.25,1,0.009209300000293297,0.6952759999999216,0.7044853000002149,"[487, 391, 488]","[0.7137383222579956, 0.6306722164154053, 0.6245850920677185]",squad
sparse,What other aspect of Luther's life was affected by his health?,"['writings and comments', 'his writings and comments', 'writings and comments.']","years of struggle with rome, the antagonisms with and among his fellow reformers",0.0,0.25,0,0.002219999999852007,0.867056600000069,0.869276599999921,"[474, 487, 470]","[1.0, 0.8777217008762084, 0.8540077403843385]",squad
hybrid,What other aspect of Luther's life was affected by his health?,"['writings and comments', 'his writings and comments', 'writings and comments.']","years of struggle with rome, the antagonisms with and among his fellow reformers",0.0,0.25,0,0.015411099999710132,0.8883685000000696,0.9037795999997797,"[487, 391, 474]","[0.03252247488101534, 0.030834914611005692, 0.01639344262295082]",squad
dense,What famous person congratulated him?,"['Einstein', 'Albert Einstein']",albert einstein,1.0,1.0,1,0.010760900000150286,0.5429209999997511,0.5536818999999014,"[267, 62, 170]","[0.4601738452911377, 0.420873761177063, 0.3838226795196533]",squad
sparse,What famous person congratulated him?,"['Einstein', 'Albert Einstein']",guy de lusignan,0.0,0.0,0,0.0017947000001186098,0.6636585000001105,0.6654532000002291,"[155, 62, 363]","[1.0, 0.9950710809277943, 0.890445952965546]",squad
hybrid,What famous person congratulated him?,"['Einstein', 'Albert Einstein']",albert einstein,1.0,1.0,1,0.00920559999985926,0.718025800000305,0.7272314000001643,"[62, 267, 155]","[0.03225806451612903, 0.01639344262295082, 0.01639344262295082]",squad
dense,What does the El Centro metropolitan area and San Diego-Carslbad-San Marcos metropolitan area form?,"['Southern Border Region', 'the Southern Border Region']",the southern border region,1.0,1.0,1,0.013532800000120915,1.0275544000000991,1.04108720000022,"[520, 512, 498]","[0.5766533613204956, 0.5741636753082275, 0.5539906024932861]",squad
sparse,What does the El Centro metropolitan area and San Diego-Carslbad-San Marcos metropolitan area form?,"['Southern Border Region', 'the Southern Border Region']",the southern border region,1.0,1.0,1,0.003591600000163453,1.0173729000002822,1.0209645000004457,"[520, 498, 512]","[1.0, 0.7999706877118689, 0.5967303268364756]",squad
hybrid,What does the El Centro metropolitan area and San Diego-Carslbad-San Marcos metropolitan area form?,"['Southern Border Region', 'the Southern Border Region']",the southern border region,1.0,1.0,1,0.013804100000015751,1.0162487999996301,1.0300528999996459,"[520, 512, 498]","[0.03278688524590164, 0.03200204813108039, 0.03200204813108039]",squad
dense,What did this hymn presage?,"[""Apostles' Creed"", ""explanation of the Apostles' Creed"", ""three-part explanation of the Apostles' Creed""]",examining candidates on specific catechism questions,0.0,0.0,0,0.010961299999962648,0.9818162999999913,0.992777599999954,"[448, 452, 450]","[0.5106284022331238, 0.4991966784000397, 0.4858528673648834]",squad
sparse,What did this hymn presage?,"[""Apostles' Creed"", ""explanation of the Apostles' Creed"", ""three-part explanation of the Apostles' Creed""]",the lutheran reformation,0.0,0.0,1,0.0016447000002699497,0.764104899999893,0.7657496000001629,"[447, 452, 246]","[1.0, 0.9827604521989859, 0.9782620467394242]",squad
hybrid,What did this hymn presage?,"[""Apostles' Creed"", ""explanation of the Apostles' Creed"", ""three-part explanation of the Apostles' Creed""]",the lutheran reformation,0.0,0.0,1,0.01306639999984327,0.888034599999628,0.9011009999994712,"[452, 447, 451]","[0.03225806451612903, 0.03131881575727918, 0.030776515151515152]",squad
dense,What was the passer rating for Peyton Manning that he finished out with for the season? ,['67.9'],67. 9,0.0,0.0,0,0.009319599999798811,0.991796400000112,1.0011159999999109,"[17, 61, 14]","[0.6673979163169861, 0.6232612133026123, 0.6138501167297363]",squad
sparse,What was the passer rating for Peyton Manning that he finished out with for the season? ,['67.9'],67. 9,0.0,0.0,0,0.003336100000069564,0.9925349000000097,0.9958710000000792,"[61, 14, 17]","[1.0, 0.8868824636845436, 0.859809457006437]",squad
hybrid,What was the passer rating for Peyton Manning that he finished out with for the season? ,['67.9'],67. 9,0.0,0.0,0,0.014917999999852327,1.0692717000001721,1.0841897000000245,"[61, 17, 14]","[0.03252247488101534, 0.032266458495966696, 0.03200204813108039]",squad
dense,Who defeated the rebels at the Battle of Frankenhausen?,['Swabian League'],the swabian league,1.0,1.0,1,0.007762099999581551,0.8956364000000576,0.9033984999996392,"[427, 138, 136]","[0.5875918865203857, 0.3890661597251892, 0.38714081048965454]",squad
sparse,Who defeated the rebels at the Battle of Frankenhausen?,['Swabian League'],the swabian league,1.0,1.0,1,0.0021025999999437772,0.7696338000000651,0.7717364000000089,"[427, 91, 137]","[1.0, 0.712823293093666, 0.5869682809275512]",squad
hybrid,Who defeated the rebels at the Battle of Frankenhausen?,['Swabian League'],the swabian league,1.0,1.0,1,0.010692600000311359,0.9701276999999209,0.9808203000002322,"[427, 136, 137]","[0.03278688524590164, 0.03057889822595705, 0.03036576949620428]",squad
dense,What is an example of a problem to which effective algorithms have provided a solution in spite of the intractability associated with the breadth of sizes?,"['NP-complete knapsack problem', 'NP-complete knapsack', 'the NP-complete knapsack problem']",np - complete knapsack problem,0.0,0.5714285714285715,0,0.012486200000239478,0.8599785000001248,0.8724647000003642,"[312, 272, 310]","[0.6639391183853149, 0.5520515441894531, 0.536129891872406]",squad
sparse,What is an example of a problem to which effective algorithms have provided a solution in spite of the intractability associated with the breadth of sizes?,"['NP-complete knapsack problem', 'NP-complete knapsack', 'the NP-complete knapsack problem']",np - complete knapsack problem,0.0,0.5714285714285715,0,0.0036113000001023465,0.7270679000002929,0.7306792000003952,"[312, 271, 275]","[1.0, 0.785874893558964, 0.7567639086536295]",squad
hybrid,What is an example of a problem to which effective algorithms have provided a solution in spite of the intractability associated with the breadth of sizes?,"['NP-complete knapsack problem', 'NP-complete knapsack', 'the NP-complete knapsack problem']",np - complete knapsack problem,0.0,0.5714285714285715,0,0.015373900000213325,0.7580195000000458,0.7733934000002591,"[312, 278, 270]","[0.03278688524590164, 0.03055037313432836, 0.030117753623188408]",squad
dense,What could someone be investigated for?,"['allegations of professional misconduct', 'professional misconduct']",teacher misconduct,0.0,0.5,0,0.009947500000180298,0.5962137000001348,0.6061612000003151,"[353, 351, 350]","[0.4001106917858124, 0.35475844144821167, 0.32595589756965637]",squad
sparse,What could someone be investigated for?,"['allegations of professional misconduct', 'professional misconduct']",atmospheric electricity,0.0,0.0,0,0.0021173000000089814,0.46820830000024216,0.47032560000025114,"[213, 270, 246]","[1.0, 0.6760082732744341, 0.6405848957168525]",squad
hybrid,What could someone be investigated for?,"['allegations of professional misconduct', 'professional misconduct']",teacher misconduct,0.0,0.5,0,0.00941000000011627,0.56221400000004,0.5716240000001562,"[353, 213, 351]","[0.01639344262295082, 0.01639344262295082, 0.016129032258064516]",squad
dense,What team had 244 yards in Super Bowl XXXV?,"['Baltimore Ravens', 'the Baltimore Ravens', 'Ravens']",baltimore ravens,1.0,1.0,1,0.011327700000038021,1.0530257000000347,1.0643534000000727,"[52, 60, 53]","[0.5967446565628052, 0.5853490233421326, 0.5795279741287231]",squad
sparse,What team had 244 yards in Super Bowl XXXV?,"['Baltimore Ravens', 'the Baltimore Ravens', 'Ravens']",baltimore ravens,1.0,1.0,1,0.0019832000002679706,1.0518342999998822,1.0538175000001502,"[60, 26, 37]","[1.0, 0.6388355996317793, 0.58273263529699]",squad
hybrid,What team had 244 yards in Super Bowl XXXV?,"['Baltimore Ravens', 'the Baltimore Ravens', 'Ravens']",baltimore ravens,1.0,1.0,1,0.009442700000363402,1.0545842999999877,1.064027000000351,"[60, 52, 26]","[0.03252247488101534, 0.031099324975891997, 0.016129032258064516]",squad
dense,"What will the ""50"" given to the Super Bowl winner weigh in pounds?","['66', '66 lb', '33']",33 lb ( 15 kg ) for a total of 66,0.0,0.4,1,0.012317900000198279,0.5722384000000602,0.5845563000002585,"[36, 0, 35]","[0.7818804979324341, 0.5399828553199768, 0.5193742513656616]",squad
sparse,"What will the ""50"" given to the Super Bowl winner weigh in pounds?","['66', '66 lb', '33']",33 lb ( 15 kg ) for a total of 66,0.0,0.4,1,0.0021230000002105953,0.5240112999999837,0.5261343000001943,"[36, 35, 30]","[1.0, 0.639691937970978, 0.5822151573677661]",squad
hybrid,"What will the ""50"" given to the Super Bowl winner weigh in pounds?","['66', '66 lb', '33']",33 lb ( 15 kg ) for a total of 66,0.0,0.4,1,0.012737400000332855,0.5846867999998722,0.597424200000205,"[36, 35, 0]","[0.03278688524590164, 0.03200204813108039, 0.03128054740957967]",squad
dense,What was he hoping to stimulate with the toe squishing?,['brain cells'],brain cells,1.0,1.0,1,0.01275420000001759,0.5527315999997882,0.5654857999998057,"[245, 615, 460]","[0.40909573435783386, 0.2594403028488159, 0.2520252764225006]",squad
sparse,What was he hoping to stimulate with the toe squishing?,['brain cells'],spiritual,0.0,0.0,0,0.0021077999999761232,0.8375246000000516,0.8396324000000277,"[388, 202, 402]","[1.0, 0.9694178366367985, 0.9644317749033999]",squad
hybrid,What was he hoping to stimulate with the toe squishing?,['brain cells'],brain cells,1.0,1.0,1,0.010155800000120507,0.6143448000002536,0.6245006000003741,"[245, 388, 615]","[0.01639344262295082, 0.01639344262295082, 0.016129032258064516]",squad
dense,"What was Tesla, Brown and Peck's new company?","['Tesla Electric Company', 'the Tesla Electric Company']",tesla electric company,1.0,1.0,1,0.01020010000002003,0.5770858999999291,0.5872859999999491,"[189, 219, 192]","[0.717395544052124, 0.5161727070808411, 0.5111338496208191]",squad
sparse,"What was Tesla, Brown and Peck's new company?","['Tesla Electric Company', 'the Tesla Electric Company']",tesla electric company,1.0,1.0,1,0.0024627999996482686,0.9281301999999414,0.9305929999995897,"[189, 192, 198]","[1.0, 0.8006323108975528, 0.7162085776978842]",squad
hybrid,"What was Tesla, Brown and Peck's new company?","['Tesla Electric Company', 'the Tesla Electric Company']",tesla electric company,1.0,1.0,1,0.010176899999805755,0.6139353999997184,0.6241122999995241,"[189, 192, 187]","[0.03278688524590164, 0.03200204813108039, 0.03125]",squad
dense,Who went to Wittenberg to hear Luther speak?,['Students'],jerome schurf,0.0,0.0,0,0.009707999999591266,0.755709399999887,0.7654173999994782,"[420, 422, 421]","[0.6252633929252625, 0.6157904267311096, 0.608818531036377]",squad
sparse,Who went to Wittenberg to hear Luther speak?,['Students'],students,1.0,1.0,1,0.0019961999996667146,0.8304408999997577,0.8324370999994244,"[401, 416, 409]","[1.0, 0.6039760936858204, 0.5950379608005645]",squad
hybrid,Who went to Wittenberg to hear Luther speak?,['Students'],masked horsemen,0.0,0.0,0,0.009908099999847764,0.8569124000000556,0.8668204999999034,"[420, 416, 421]","[0.032018442622950824, 0.03128054740957967, 0.03057889822595705]",squad
dense,What is the name brand of the personal video recorder that BSkyB offers?,"['Sky+', 'PVR']",sky +,1.0,1.0,1,0.009900399999878573,0.7386779000003116,0.7485783000001902,"[541, 548, 556]","[0.6594244241714478, 0.5250934362411499, 0.5043293833732605]",squad
sparse,What is the name brand of the personal video recorder that BSkyB offers?,"['Sky+', 'PVR']",sky +,1.0,1.0,1,0.0023793999998815707,0.6336495000000468,0.6360288999999284,"[541, 556, 560]","[1.0, 0.7492875299346555, 0.6575192031274091]",squad
hybrid,What is the name brand of the personal video recorder that BSkyB offers?,"['Sky+', 'PVR']",sky +,1.0,1.0,1,0.012849199999891425,0.7076458000001367,0.7204950000000281,"[541, 556, 548]","[0.03278688524590164, 0.03200204813108039, 0.031054405392392875]",squad
dense,What is the name of the United Kingdom operation for BSkyB?,['Sky UK Limited'],sky plc. the united kingdom operations also changed the company name from british sky broadcasting limited to sky uk limited,0.0,0.2857142857142857,1,0.012205699999867647,0.6916671000003589,0.7038728000002266,"[544, 537, 554]","[0.5256786346435547, 0.5195865631103516, 0.509937047958374]",squad
sparse,What is the name of the United Kingdom operation for BSkyB?,['Sky UK Limited'],sky uk limited,1.0,1.0,1,0.002918099999988044,0.5180427000000236,0.5209608000000117,"[537, 546, 153]","[1.0, 0.8499900701438717, 0.6656775771490228]",squad
hybrid,What is the name of the United Kingdom operation for BSkyB?,['Sky UK Limited'],sky plc. the united kingdom operations also changed the company name from british sky broadcasting limited to sky uk limited,0.0,0.2857142857142857,1,0.013592400000106863,0.8441941999999472,0.857786600000054,"[537, 556, 544]","[0.03252247488101534, 0.03125, 0.01639344262295082]",squad
dense,Who may be a spiritual teacher in the LDS Church?,['many individuals'],"many individuals in the lds church, often a trusted friend",0.0,0.4,1,0.011402999999972963,0.631117500000073,0.642520500000046,"[378, 380, 321]","[0.7242618799209595, 0.5991923213005066, 0.5756306052207947]",squad
sparse,Who may be a spiritual teacher in the LDS Church?,['many individuals'],"many individuals in the lds church, often a trusted friend",0.0,0.4,1,0.0025275999996665632,1.1459030999999413,1.148430699999608,"[378, 375, 376]","[1.0, 0.6030959944170525, 0.5970948513046664]",squad
hybrid,Who may be a spiritual teacher in the LDS Church?,['many individuals'],"many individuals in the lds church, often a trusted friend",0.0,0.4,1,0.01393129999996745,1.044820599999639,1.0587518999996064,"[378, 380, 375]","[0.03278688524590164, 0.031754032258064516, 0.031054405392392875]",squad
dense,What field type is usually chosen for Super Bowl games?,"['natural grass', 'grass']",golden,0.0,0.0,0,0.008030399999825022,0.6275699999996505,0.6356003999994755,"[30, 7, 6]","[0.5686835050582886, 0.5619471073150635, 0.5582461357116699]",squad
sparse,What field type is usually chosen for Super Bowl games?,"['natural grass', 'grass']",natural grass,1.0,1.0,1,0.0019909000002371613,0.8739921999999751,0.8759831000002123,"[25, 48, 29]","[1.0, 0.8846298230755449, 0.8495063277079564]",squad
hybrid,What field type is usually chosen for Super Bowl games?,"['natural grass', 'grass']",natural grass,1.0,1.0,1,0.009484400000019377,0.7712857999999869,0.7807702000000063,"[30, 25, 31]","[0.032018442622950824, 0.03177805800756621, 0.029631255487269532]",squad
dense,What was the patent number for Tesla's final patent?,"['U.S. Patent 1,655,114', '1,655,114']","1, 655, 114",0.0,0.0,0,0.013210099999923841,0.8482616000001144,0.8614717000000383,"[231, 243, 211]","[0.6205790042877197, 0.602069616317749, 0.5868287086486816]",squad
sparse,What was the patent number for Tesla's final patent?,"['U.S. Patent 1,655,114', '1,655,114']","1, 655, 114",0.0,0.0,0,0.0020183999999972,0.9066016000001582,0.9086200000001554,"[231, 198, 243]","[1.0, 0.9274021929254435, 0.8764054707021829]",squad
hybrid,What was the patent number for Tesla's final patent?,"['U.S. Patent 1,655,114', '1,655,114']","1, 655, 114",0.0,0.0,0,0.009563200000229699,0.8537964000001921,0.8633596000004218,"[231, 243, 211]","[0.03278688524590164, 0.03200204813108039, 0.030798389007344232]",squad
dense,What happens to waste heat in the Rankine cycle?,['removed in a condenser'],removed in a condenser,1.0,1.0,1,0.011603399999785324,0.7166155999998409,0.7282189999996262,"[666, 661, 641]","[0.6725813746452332, 0.618655800819397, 0.5876159071922302]",squad
sparse,What happens to waste heat in the Rankine cycle?,['removed in a condenser'],removed in a condenser,1.0,1.0,1,0.001983000000109314,0.6370132000001831,0.6389962000002924,"[666, 641, 654]","[1.0, 0.667520356938118, 0.5748237974577677]",squad
hybrid,What happens to waste heat in the Rankine cycle?,['removed in a condenser'],removed in a condenser,1.0,1.0,1,0.014534399999774905,0.7183968999997887,0.7329312999995636,"[666, 641, 661]","[0.03278688524590164, 0.03200204813108039, 0.031754032258064516]",squad
dense,Who covered the halftime coverage?,['Jim Gray'],jim gray,1.0,1.0,1,0.007204999999885331,0.5092678000000888,0.5164727999999741,"[3, 50, 44]","[0.5624845027923584, 0.5581405162811279, 0.5263813138008118]",squad
sparse,Who covered the halftime coverage?,['Jim Gray'],jim gray,1.0,1.0,1,0.0016086999999060936,0.5109293999998954,0.5125380999998015,"[44, 50, 3]","[1.0, 0.861488938391357, 0.7752341901182407]",squad
hybrid,Who covered the halftime coverage?,['Jim Gray'],jim gray,1.0,1.0,1,0.012322800000220013,0.49767579999979716,0.5099986000000172,"[3, 44, 50]","[0.032266458495966696, 0.032266458495966696, 0.03225806451612903]",squad
dense,About how many Walloons and Huguenots emigrated to England and Ireland in this era?,"['50,000']","50, 000",0.0,0.0,0,0.01442189999988841,0.7774303999999574,0.7918522999998459,"[624, 627, 609]","[0.601003885269165, 0.5500361919403076, 0.5331840515136719]",squad
sparse,About how many Walloons and Huguenots emigrated to England and Ireland in this era?,"['50,000']","50, 000",0.0,0.0,0,0.0028532999999697495,0.7615006000000903,0.7643539000000601,"[624, 625, 609]","[1.0, 0.7324944888673477, 0.7009773550145729]",squad
hybrid,About how many Walloons and Huguenots emigrated to England and Ireland in this era?,"['50,000']","50, 000",0.0,0.0,0,0.016027399999984482,0.7822281000003386,0.7982555000003231,"[624, 609, 625]","[0.03278688524590164, 0.031746031746031744, 0.030834914611005692]",squad
dense,In what year did Tesla die?,['1943'],1943,1.0,1.0,1,0.006793399999878602,0.46911009999985254,0.47590349999973114,"[173, 182, 219]","[0.6998069882392883, 0.6867233514785767, 0.6714634299278259]",squad
sparse,In what year did Tesla die?,['1943'],1937,0.0,0.0,0,0.0021768000001429755,0.4926533000002564,0.4948301000003994,"[246, 180, 230]","[1.0, 0.9638237614257498, 0.9313757652883833]",squad
hybrid,In what year did Tesla die?,['1943'],1879,0.0,0.0,0,0.009304900000188354,0.8291509000000588,0.8384558000002471,"[182, 179, 215]","[0.030621785881252923, 0.030117753623188408, 0.029857397504456328]",squad
dense,Who designed the Vince Lombardi Trophy?,"['Tiffany & Co.', 'Tiffany & Co']",tiffany & co,1.0,1.0,1,0.008796600000096078,0.6422210000000632,0.6510176000001593,"[36, 29, 48]","[0.5300008654594421, 0.45092618465423584, 0.4049886167049408]",squad
sparse,Who designed the Vince Lombardi Trophy?,"['Tiffany & Co.', 'Tiffany & Co']",tiffany & co,1.0,1.0,1,0.001533499999823107,0.6404068000001644,0.6419402999999875,"[36, 29, 187]","[1.0, 0.5218283762226502, 0.292221021808422]",squad
hybrid,Who designed the Vince Lombardi Trophy?,"['Tiffany & Co.', 'Tiffany & Co']",tiffany & co,1.0,1.0,1,0.008199599999898055,0.6370695999999043,0.6452691999998024,"[36, 29, 48]","[0.03278688524590164, 0.03225806451612903, 0.015873015873015872]",squad
dense,What is another notable university in Warsaw after the University of Warsaw?,['Polish Academy of Sciences'],polish academy of sciences,1.0,1.0,1,0.009956999999758409,0.877878199999941,0.8878351999996994,"[67, 85, 105]","[0.7457497715950012, 0.640313446521759, 0.6132373213768005]",squad
sparse,What is another notable university in Warsaw after the University of Warsaw?,['Polish Academy of Sciences'],medical university of warsaw,0.0,0.25,0,0.002711399999952846,0.8167833999996219,0.8194947999995748,"[67, 105, 90]","[1.0, 0.794099526710247, 0.7915093001252901]",squad
hybrid,What is another notable university in Warsaw after the University of Warsaw?,['Polish Academy of Sciences'],medical university of warsaw,0.0,0.25,0,0.01315039999963119,0.8053789999999026,0.8185293999995338,"[67, 105, 90]","[0.03278688524590164, 0.03200204813108039, 0.03125763125763126]",squad
dense,When did Henry issue the Edict of Nantes?,['1598'],1598,1.0,1.0,1,0.008165499999904569,0.7231102000000647,0.7312756999999692,"[608, 598, 591]","[0.7580869197845459, 0.6286264061927795, 0.5377010107040405]",squad
sparse,When did Henry issue the Edict of Nantes?,['1598'],1598,1.0,1.0,1,0.0016989999999168504,0.764788899999985,0.7664878999999019,"[608, 600, 598]","[1.0, 0.6775611592415135, 0.6342404780573965]",squad
hybrid,When did Henry issue the Edict of Nantes?,['1598'],1598,1.0,1.0,1,0.009874600000330247,0.7143188999998529,0.7241935000001831,"[608, 598, 632]","[0.03278688524590164, 0.03200204813108039, 0.03125]",squad
dense,How did Luther show the Trinity in his catechisms?,"['as persons', 'persons to be known.', 'Father, the Son, or the Holy Spirit.']",as persons to be known,0.0,0.888888888888889,1,0.010253200000079232,1.0191506999999547,1.029403900000034,"[440, 432, 438]","[0.7502577900886536, 0.6444000601768494, 0.6305689811706543]",squad
sparse,How did Luther show the Trinity in his catechisms?,"['as persons', 'persons to be known.', 'Father, the Son, or the Holy Spirit.']",as persons to be known,0.0,0.888888888888889,1,0.0018264000000272063,0.8970802999997431,0.8989066999997704,"[440, 432, 438]","[1.0, 0.9678392212969523, 0.9587409823482185]",squad
hybrid,How did Luther show the Trinity in his catechisms?,"['as persons', 'persons to be known.', 'Father, the Son, or the Holy Spirit.']",as persons to be known,0.0,0.888888888888889,1,0.009904399999868474,0.914440999999897,0.9243453999997655,"[440, 432, 438]","[0.03278688524590164, 0.03225806451612903, 0.031746031746031744]",squad
dense,Who contends that Luther did not intend to oppose the church?,"['Hans Hillerbrand', 'Hillerbrand']",mullett,0.0,0.0,0,0.012912600000163366,0.7139007000000674,0.7268133000002308,"[414, 384, 383]","[0.688871443271637, 0.6538052558898926, 0.6406092643737793]",squad
sparse,Who contends that Luther did not intend to oppose the church?,"['Hans Hillerbrand', 'Hillerbrand']",johann eck,0.0,0.0,0,0.002141600000413746,1.017222700000275,1.0193643000006887,"[409, 435, 406]","[1.0, 0.9520608902271204, 0.9424812173490338]",squad
hybrid,Who contends that Luther did not intend to oppose the church?,"['Hans Hillerbrand', 'Hillerbrand']",mullett,0.0,0.0,0,0.01256550000016432,0.7622675000002346,0.7748330000003989,"[414, 409, 384]","[0.01639344262295082, 0.01639344262295082, 0.016129032258064516]",squad
